Screen Name,Text,Language,Tweet Type
wRLMyxE7ZEr5CKr,"#Russia の兵隊達よ #Putin に従うな！
直ちに武器を捨て家族の待つ家に帰れ！
そして家族揃って温かい晩御飯を食べなさい。
あなたの事を心から心配する両親、兄弟、嫁と子供
恋人、友達に寄り添いなさい。
Russiaの主役は、あなたと家族です。
戦争犯罪人のputinではない
#Ukraine #NoWar #StopWar https://t.co/K2kLnMHHzf",ja,Tweet
DebugAngel,@RealOmarNavarro #TRUMP AND HIS LOVER #Putin https://t.co/cF5Xxcj0Wr,en,Reply
hendley_quinn,"how long until there's a vote of #NoConfidence
against #putin ~ from his own ?  

we all know it's coming.",en,Tweet
ingles_bulldog,"🇺🇦🔥 Bakhmut em chamas: Ataques do Grupo Wagner usando foguetes incendiários 9M22S para o BM-21 Grad MLRS no último bairro da cidade onde as Forças Armadas Ucranianas permaneceram.

#Ukraine #RussianArmy #Bakhmut #WagnerGroup #Putin https://t.co/6dVwypfSOf",pt,Tweet
mycomfor,#UkraineWar #Putin faces a deluge of bad news as #WagnerGroup says it will withdraw from frontline and #Kremlin comes under attack https://t.co/MrychSSYYF,en,Tweet
Necroscope_II,"„Wagneryci” w Bachmucie nie mają
 ,,głodu amunicji""ale „ludzki” głód – powiedział przedstawiciel Sił Zbrojnych #Ukraina 

 Jak powiedział gazecie rzecznik Wschodniej Grupy Sił Siergiej Czerewaty, wbrew wypowiedziom Prigożyna, ataki w Bachmucie trwają, a kucharz #Putin 'a 
1/3 https://t.co/pprscZFjUs",pl,Tweet
AIYHLand,#Putin #PutinWarCrimes #PutinIsATerrorist #RussianWarCrimes @UN @HagueInstitute @IntlCrimCourt Please share this  - the world must know. https://t.co/3xhWTxnJdl,en,Tweet
AIYHLand,#Putin #PutinWarCrimes #PutinIsATerrorist #RussianWarCrimes @UN @HagueInstitute @IntlCrimCourt https://t.co/3xhWTxnJdl,und,Tweet
KrishanGanju,Who Wants Russian President #Putin Dead? Who was flying the drone? | TCD ... https://t.co/wUC0ediwpC via @YouTube,en,Tweet
Forexcoinnews,"Drone sobre Kyiv derrubado em bola de fogo #breakingnews #covid19 #donetsk #mortar #mortarfire #News #president #Putin #rússia #russiaukraine #russianmod #russiansdestroyed #TheSun #Ukraine #ukrainearmy #ukraineartillery #ukrainehowitzer #ukrainelates...
https://t.co/WQZ7cimBq0",pt,Tweet
Liticoinoficial,"Drone sobre Kyiv derrubado em bola de fogo #breakingnews #covid19 #donetsk #mortar #mortarfire #News #president #Putin #rússia #russiaukraine #russianmod #russiansdestroyed #TheSun #Ukraine #ukrainearmy #ukraineartillery #ukrainehowitzer #ukrainelates...
https://t.co/U1urmYjs2b",pt,Tweet
Forexdigital1,"Drone sobre Kyiv derrubado em bola de fogo #breakingnews #covid19 #donetsk #mortar #mortarfire #News #president #Putin #rússia #russiaukraine #russianmod #russiansdestroyed #TheSun #Ukraine #ukrainearmy #ukraineartillery #ukrainehowitzer #ukrainelates...
https://t.co/fz37h6qMEc",pt,Tweet
FXcoinnews,"Drone sobre Kyiv derrubado em bola de fogo #breakingnews #covid19 #donetsk #mortar #mortarfire #News #president #Putin #rússia #russiaukraine #russianmod #russiansdestroyed #TheSun #Ukraine #ukrainearmy #ukraineartillery #ukrainehowitzer #ukrainelates...
https://t.co/sEjAyX8q8B",pt,Tweet
infoportall,"Drone sobre Kyiv derrubado em bola de fogo #breakingnews #covid19 #donetsk #mortar #mortarfire #News #president #Putin #rússia #russiaukraine #russianmod #russiansdestroyed #TheSun #Ukraine #ukrainearmy #ukraineartillery #ukrainehowitzer #ukrainelates...
https://t.co/KTBlDvztRj",pt,Tweet
jannikkel6,"Liebe Tweeties, #Prigoschin hat die Schnauze voll, das ist aber keine gute Nachricht. Im Gegenteil. Er verschafft #Putin Luft. Wir haben heute eine Niederlage hinnehmen müssen beim #Liga #Dartspiel 🎯
Ich ziehe mich jetzt zurück, wünsche euch eine gute Nacht, schlaft schön 😴 https://t.co/ok8KEpzCNr",de,Tweet
miliancd,"🇷🇺🇻🇪| Putin mantuvo una conversación telefónica con el presidente de Venezuela, Nicolás Maduro.
Los presidentes de Rusia y Venezuela consideraron un mayor desarrollo de la cooperación entre los dos países. Así lo informó el servicio de prensa del Kremlin.
#Putin 
#euforiatv3",es,Tweet
PeterAustria4,"@FCKPTIN1 @BILD ""...80mio Russen leben ohne funktionierender Infrastruktur, keine Straßen, kein Zugang zu Gas, Wasser, Strom oder Medizin...""

Darum sagen also 80% der #Russen, ihnen geht es weit besser seit #Putin ?
Wer ist hier das Propagandaopfer ?https://t.co/nRqGvMh32r",de,Reply
grupoeldeber,"🔴 Círculo de Putin pide matar a Zelensky 

@brissapabon 

#Putin #Rusia #Zelensky #InvasionRusa #Guerra #Ucrania https://t.co/xWwL1zlPxx",es,Tweet
fabera02,Atentado contra #Putin? Quien lo hizo? Por #AmosDelMundo en @YouTube https://t.co/AupkcdUd0R #Putin @JohnMiltonR_ @viviana_bonilla @VismaraMartina @vivicanosaok @veronicaressia,es,Tweet
ActionTime,Video:#Russia is COLLAPSING &amp; #Putin is in BIG Trouble as He is Swarmed by Deluge of Bad NEWS #RussiaisLosing #PutinIsATerrorist  #UkraineWillWin #RussiaIsBurning #RussiaIsATerroristState #IARTG #Progressives #BTRTG #UkraineWar #Dems #SNRTG #RussianArmy   https://t.co/x5RaZkRabs,en,Tweet
purejasonism,#putin on #denazification in under forty seconds. https://t.co/5RfswH3Cc7,en,Tweet
GAngrilli,"Siamo circondati da dementi che vogliono uccidere #Putin con un petardo e altri che vogliono fermare un virus con la mascherina.
Sempre gli stessi dementi, cambiano solo le fasi storiche",it,Tweet
coriandreas,"@ernsterjuenger Wenn #Putin uns ein neues #Stalingrad sendet fallen #Habeck @ABaerbock @NancyFaeser @OlafScholz und andere Pappnasen.
#IceAge #IceMelting 
Wenn Klima @diegruenen überholt, rotieren diese bald wie ein Neutronenstern! Ein Schwarzes Loch und weg sind sie.",de,Reply
AllRecipe_org,"How To Make Vegetarian Ratatouille | Recipe

In this post, you will get to know about ""How To Make Vegetarian Ratatouille | Recipe""

To Get The Full Recipe, Click The Link In The Comment Section Below:

#Recipe #Recipes #Food #Diet #Delicious #RecipeOfTheDay #Putin #Ukraine... https://t.co/nnu3lWH814",en,Tweet
Atomreisfleisch,"@mcpolitik Diese Länder haben Rohstoffe, klar.

Aber was bringen diese Rohstoffe ohne die westlichen Staaten, die sie verarbeiten können?

#Putin jedenfalls war zu blöd, um eine Industrie aufzubauen.

Dass Länder mit vielen Rohstoffen meist ärmer sind, ist eine alte Weisheit.",de,Reply
DrechselPjotr,@rudifussi Unvorstellbar wenn #Putin diese Lichter in #Kiew entzünden wurde. Es braucht einen Kriegseintritt der #Nato und einen möglichst totalen Krieg gegen die Kriegstreiber,de,Reply
Brave_speech,"#russians don't know, that's all #putin https://t.co/IDUwoo6Odc",en,Tweet
Emmanue41863385,"@BochdanO Eine These, die gar nicht so abwegig ist. Der Russenschlächter #Putin hat ja nicht nur die #Ukraine angegriffen sondern auch den vermeintlich senilen #Biden. Das ging aber nicht ganz auf.",de,Reply
MilitarPlus,"El Grupo Wagner amenaza con dejar Bajmut

Síguenos en todas las redes como #MilitarPlus 🪖📰

#wagner #russia #ucrania #guerra #warzone #YevgenyPrigozhin #municion #Putin #Kremlin #zelensky #AltoManto #Urgente #UltimaHora #COD #bakhmut #Bajmut #URSS #logistica #UltimoMinuto https://t.co/tjfEIm4dGv",es,Tweet
Ammo_Nerd,"Church sanctioned terrorist attacks in #Bakhmut #Ukraine. 

#Wagner #Russia #Putin

  https://t.co/GiGA6jifOX",en,Tweet
mamanga1,"Desde que #putin llego al poder real en #Rusia en 1998 inaugurando su doctrina de guerra asimetrica y resistencia para reconstruir el poder militar ruso, preparandose asi para enfrentarse a la #OTAN , nunca fue un problema de velocidad SINO DE RESISTENCIA.https://t.co/FsnPw2OsOb",es,Tweet
nochi1791,#Russia #RussiaInvadedUkraine #RussiaIsATerroristState #Russian #Russians #putin #PutinIsaWarCriminal #china #PutinWarCrimes #BoycottOlympics #BoycottRussianSport  https://t.co/EsKAHBbdoU,und,Tweet
WESLEYROBERTART,"Można zobaczyć dla kogo giną #Ukraińcy- przybyli właściciele Ukrainy. #Putin zbuntował się przeciw banksterskiemu rządowi nad #Światem i jest teraz szkalowany przez wszystkie #media i przedstawicieli ""Blackrock"". Aby uratować Świat trzeba zlikwidować ""- #Blackrock. https://t.co/7cnKp9HcJ0",pl,Tweet
Ewe_Paz_HeT,"Reality is not in the song of very ugly sirens. It is in Russian death toll. It might seem like a magic trick but it's real this time. Whatever they say or do. Eradicate this criminal vermin.
#Ukraine #UkraineWar #StandWithUkraine #Putin",en,Tweet
